COUNTRY_SHORT_NAME,REPORT_DATE,,,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT,PEOPLE_POSITIVE_CASES_COUNT,PEOPLE_DEATH_NEW_COUNT
Wallis and Futuna,2/21/2020,,,0,,,0
Solomon Islands,2/21/2020,,,0,0,0,0
French Polynesia,2/21/2020,,,0,0,0,0
Australia,2/21/2020,,,2,0,17,0
Papua New Guinea,2/21/2020,,,0,0,0,0
New Zealand,2/21/2020,,,0,0,0,0
Marshall Islands,2/22/2020,,,0,0,0,0
New Caledonia,2/22/2020,,,0,0,0,0
New Zealand,2/22/2020,,,0,0,0,0
Australia,2/22/2020,,,4,0,21,0
Solomon Islands,2/22/2020,,,0,0,0,0
Fiji,2/22/2020,,,0,0,0,0
French Polynesia,2/22/2020,,,0,0,0,0
Papua New Guinea,2/22/2020,,,0,0,0,0
Wallis and Futuna,2/22/2020,,,0,,,0
Wallis and Futuna,2/23/2020,,,0,,,0
Fiji,2/23/2020,,,0,0,0,0
Australia,2/23/2020,,,1,0,22,0
New Zealand,2/23/2020,,,0,0,0,0
Solomon Islands,2/23/2020,,,0,0,0,0
Marshall Islands,2/23/2020,,,0,0,0,0
Papua New Guinea,2/23/2020,,,0,0,0,0
New Caledonia,2/23/2020,,,0,0,0,0
French Polynesia,2/23/2020,,,0,0,0,0
Papua New Guinea,2/24/2020,,,0,0,0,0
New Zealand,2/24/2020,,,0,0,0,0
Solomon Islands,2/24/2020,,,0,0,0,0
Australia,2/24/2020,,,0,0,22,0
New Caledonia,2/24/2020,,,0,0,0,0
Marshall Islands,2/24/2020,,,0,0,0,0
French Polynesia,2/24/2020,,,0,0,0,0
Fiji,2/24/2020,,,0,0,0,0
Wallis and Futuna,2/24/2020,,,0,,,0
Australia,2/25/2020,,,0,0,22,0
Solomon Islands,2/25/2020,,,0,0,0,0
Wallis and Futuna,2/25/2020,,,0,,,0
French Polynesia,2/25/2020,,,0,0,0,0
Marshall Islands,2/25/2020,,,0,0,0,0
New Zealand,2/25/2020,,,0,0,0,0
New Caledonia,2/25/2020,,,0,0,0,0
Papua New Guinea,2/25/2020,,,0,0,0,0
Fiji,2/25/2020,,,0,0,0,0
Papua New Guinea,2/26/2020,,,0,0,0,0
French Polynesia,2/26/2020,,,0,0,0,0
Australia,2/26/2020,,,0,0,22,0
Solomon Islands,2/26/2020,,,0,0,0,0
New Zealand,2/26/2020,,,0,0,0,0
Marshall Islands,2/26/2020,,,0,0,0,0
Fiji,2/26/2020,,,0,0,0,0
New Caledonia,2/26/2020,,,0,0,0,0
Wallis and Futuna,2/26/2020,,,0,,,0
New Zealand,2/27/2020,,,0,0,0,0
Australia,2/27/2020,,,1,0,23,0
Papua New Guinea,2/27/2020,,,0,0,0,0
Fiji,2/27/2020,,,0,0,0,0
French Polynesia,2/27/2020,,,0,0,0,0
Marshall Islands,2/27/2020,,,0,0,0,0
Solomon Islands,2/27/2020,,,0,0,0,0
New Caledonia,2/27/2020,,,0,0,0,0
Wallis and Futuna,2/27/2020,,,0,,,0
Australia,2/28/2020,,,0,0,23,0
New Zealand,2/28/2020,,,1,0,1,0
Solomon Islands,2/28/2020,,,0,0,0,0
Marshall Islands,2/28/2020,,,0,0,0,0
New Caledonia,2/28/2020,,,0,0,0,0
French Polynesia,2/28/2020,,,0,0,0,0
Fiji,2/28/2020,,,0,0,0,0
Papua New Guinea,2/28/2020,,,0,0,0,0
Wallis and Futuna,2/28/2020,,,0,,,0
French Polynesia,2/29/2020,,,0,0,0,0
Australia,2/29/2020,,,2,0,25,0
New Zealand,2/29/2020,,,0,0,1,0
Fiji,2/29/2020,,,0,0,0,0
New Caledonia,2/29/2020,,,0,0,0,0
Marshall Islands,2/29/2020,,,0,0,0,0
Solomon Islands,2/29/2020,,,0,0,0,0
Wallis and Futuna,2/29/2020,,,0,,,0
Papua New Guinea,2/29/2020,,,0,0,0,0
Marshall Islands,3/1/2020,,,0,0,0,0
Solomon Islands,3/1/2020,,,0,0,0,0
New Caledonia,3/1/2020,,,0,0,0,0
Fiji,3/1/2020,,,0,0,0,0
Wallis and Futuna,3/1/2020,,,0,,,0
New Zealand,3/1/2020,,,0,0,1,0
Papua New Guinea,3/1/2020,,,0,0,0,0
Australia,3/1/2020,,,1,1,26,1
French Polynesia,3/1/2020,,,0,0,0,0
Australia,3/2/2020,,,3,1,29,0
Fiji,3/2/2020,,,0,0,0,0
Solomon Islands,3/2/2020,,,0,0,0,0
New Caledonia,3/2/2020,,,0,0,0,0
French Polynesia,3/2/2020,,,0,0,0,0
New Zealand,3/2/2020,,,0,0,1,0
Papua New Guinea,3/2/2020,,,0,0,0,0
Marshall Islands,3/2/2020,,,0,0,0,0
Wallis and Futuna,3/2/2020,,,0,,,0
Papua New Guinea,3/3/2020,,,0,0,0,0
French Polynesia,3/3/2020,,,0,0,0,0
Fiji,3/3/2020,,,0,0,0,0
New Zealand,3/3/2020,,,0,0,1,0
Australia,3/3/2020,,,4,1,33,0
Solomon Islands,3/3/2020,,,0,0,0,0
Wallis and Futuna,3/3/2020,,,0,,,0
Marshall Islands,3/3/2020,,,0,0,0,0
New Caledonia,3/3/2020,,,0,0,0,0
New Zealand,3/4/2020,,,1,0,2,0
Marshall Islands,3/4/2020,,,0,0,0,0
Papua New Guinea,3/4/2020,,,0,0,0,0
Australia,3/4/2020,,,8,1,41,0
Fiji,3/4/2020,,,0,0,0,0
Solomon Islands,3/4/2020,,,0,0,0,0
New Caledonia,3/4/2020,,,0,0,0,0
Wallis and Futuna,3/4/2020,,,0,,,0
French Polynesia,3/4/2020,,,0,0,0,0
Australia,3/5/2020,,,11,2,52,1
Papua New Guinea,3/5/2020,,,0,0,0,0
Wallis and Futuna,3/5/2020,,,0,,,0
Fiji,3/5/2020,,,0,0,0,0
Marshall Islands,3/5/2020,,,0,0,0,0
Solomon Islands,3/5/2020,,,0,0,0,0
French Polynesia,3/5/2020,,,0,0,0,0
New Caledonia,3/5/2020,,,0,0,0,0
New Zealand,3/5/2020,,,1,0,3,0
New Caledonia,3/6/2020,,,0,0,0,0
New Zealand,3/6/2020,,,1,0,4,0
French Polynesia,3/6/2020,,,0,0,0,0
Fiji,3/6/2020,,,0,0,0,0
Wallis and Futuna,3/6/2020,,,0,,,0
Papua New Guinea,3/6/2020,,,0,0,0,0
Marshall Islands,3/6/2020,,,0,0,0,0
Solomon Islands,3/6/2020,,,0,0,0,0
Australia,3/6/2020,,,7,2,59,0
Wallis and Futuna,3/7/2020,,,0,,,0
New Zealand,3/7/2020,,,1,0,5,0
Papua New Guinea,3/7/2020,,,0,0,0,0
Australia,3/7/2020,,,4,2,63,0
New Caledonia,3/7/2020,,,0,0,0,0
Fiji,3/7/2020,,,0,0,0,0
Solomon Islands,3/7/2020,,,0,0,0,0
Marshall Islands,3/7/2020,,,0,0,0,0
French Polynesia,3/7/2020,,,0,0,0,0
Wallis and Futuna,3/8/2020,,,0,,,0
Solomon Islands,3/8/2020,,,0,0,0,0
Australia,3/8/2020,,,11,3,74,1
Fiji,3/8/2020,,,0,0,0,0
French Polynesia,3/8/2020,,,0,0,0,0
Papua New Guinea,3/8/2020,,,0,0,0,0
New Zealand,3/8/2020,,,0,0,5,0
Marshall Islands,3/8/2020,,,0,0,0,0
New Caledonia,3/8/2020,,,0,0,0,0
Marshall Islands,3/9/2020,,,0,0,0,0
French Polynesia,3/9/2020,,,0,0,0,0
New Zealand,3/9/2020,,,0,0,5,0
Solomon Islands,3/9/2020,,,0,0,0,0
Wallis and Futuna,3/9/2020,,,0,,,0
Papua New Guinea,3/9/2020,,,0,0,0,0
Fiji,3/9/2020,,,0,0,0,0
New Caledonia,3/9/2020,,,0,0,0,0
Australia,3/9/2020,,,6,3,80,0
Marshall Islands,3/10/2020,,,0,0,0,0
Fiji,3/10/2020,,,0,0,0,0
Wallis and Futuna,3/10/2020,,,0,,,0
New Zealand,3/10/2020,,,0,0,5,0
Australia,3/10/2020,,,20,3,100,0
French Polynesia,3/10/2020,,,0,0,0,0
New Caledonia,3/10/2020,,,0,0,0,0
Solomon Islands,3/10/2020,,,0,0,0,0
Papua New Guinea,3/10/2020,,,0,0,0,0
Australia,3/11/2020,,,12,3,112,0
New Zealand,3/11/2020,,,0,0,5,0
Wallis and Futuna,3/11/2020,,,0,,,0
Papua New Guinea,3/11/2020,,,0,0,0,0
Marshall Islands,3/11/2020,,,0,0,0,0
Fiji,3/11/2020,,,0,0,0,0
French Polynesia,3/11/2020,,,0,0,0,0
Solomon Islands,3/11/2020,,,0,0,0,0
New Caledonia,3/11/2020,,,0,0,0,0
Papua New Guinea,3/12/2020,,,0,0,0,0
Australia,3/12/2020,,,14,3,126,0
New Caledonia,3/12/2020,,,0,0,0,0
Marshall Islands,3/12/2020,,,0,0,0,0
French Polynesia,3/12/2020,,,0,0,0,0
Solomon Islands,3/12/2020,,,0,0,0,0
Fiji,3/12/2020,,,0,0,0,0
New Zealand,3/12/2020,,,0,0,5,0
Wallis and Futuna,3/12/2020,,,0,,,0
Wallis and Futuna,3/13/2020,,,0,,,0
New Caledonia,3/13/2020,,,0,0,0,0
Fiji,3/13/2020,,,0,0,0,0
Marshall Islands,3/13/2020,,,0,0,0,0
Solomon Islands,3/13/2020,,,0,0,0,0
Australia,3/13/2020,,,30,3,156,0
French Polynesia,3/13/2020,,,0,0,0,0
New Zealand,3/13/2020,,,0,0,5,0
Papua New Guinea,3/13/2020,,,0,0,0,0
New Caledonia,3/14/2020,,,0,0,0,0
Marshall Islands,3/14/2020,,,0,0,0,0
French Polynesia,3/14/2020,,,0,0,0,0
Solomon Islands,3/14/2020,,,0,0,0,0
Australia,3/14/2020,,,41,3,197,0
Fiji,3/14/2020,,,0,0,0,0
Wallis and Futuna,3/14/2020,,,0,,,0
Papua New Guinea,3/14/2020,,,0,0,0,0
New Zealand,3/14/2020,,,1,0,6,0
New Zealand,3/15/2020,,,2,0,8,0
French Polynesia,3/15/2020,,,0,0,0,0
Fiji,3/15/2020,,,0,0,0,0
Wallis and Futuna,3/15/2020,,,0,,,0
Australia,3/15/2020,,,52,3,249,0
Solomon Islands,3/15/2020,,,0,0,0,0
Marshall Islands,3/15/2020,,,0,0,0,0
New Caledonia,3/15/2020,,,0,0,0,0
Papua New Guinea,3/15/2020,,,0,0,0,0
Wallis and Futuna,3/16/2020,,,0,,,0
New Caledonia,3/16/2020,,,0,0,0,0
Fiji,3/16/2020,,,0,0,0,0
Marshall Islands,3/16/2020,,,0,0,0,0
French Polynesia,3/16/2020,,,0,0,0,0
Solomon Islands,3/16/2020,,,0,0,0,0
New Zealand,3/16/2020,,,0,0,8,0
Papua New Guinea,3/16/2020,,,0,0,0,0
Australia,3/16/2020,,,49,5,298,2
Wallis and Futuna,3/17/2020,,,0,,,0
Papua New Guinea,3/17/2020,,,0,0,0,0
Solomon Islands,3/17/2020,,,0,0,0,0
Australia,3/17/2020,,,77,5,375,0
New Zealand,3/17/2020,,,0,0,8,0
French Polynesia,3/17/2020,,,0,0,0,0
New Caledonia,3/17/2020,,,0,0,0,0
Fiji,3/17/2020,,,0,0,0,0
Marshall Islands,3/17/2020,,,0,0,0,0
Marshall Islands,3/18/2020,,,0,0,0,0
Solomon Islands,3/18/2020,,,0,0,0,0
New Zealand,3/18/2020,,,12,0,20,0
New Caledonia,3/18/2020,,,0,0,0,0
Wallis and Futuna,3/18/2020,,,0,,,0
Australia,3/18/2020,,,79,5,454,0
Papua New Guinea,3/18/2020,,,0,0,0,0
French Polynesia,3/18/2020,,,0,0,0,0
Fiji,3/18/2020,,,0,0,0,0
Papua New Guinea,3/19/2020,,,0,0,0,0
French Polynesia,3/19/2020,,,3,0,3,0
New Zealand,3/19/2020,,,8,0,28,0
Australia,3/19/2020,,,111,6,565,1
Marshall Islands,3/19/2020,,,0,0,0,0
Solomon Islands,3/19/2020,,,0,0,0,0
Fiji,3/19/2020,,,0,0,0,0
Wallis and Futuna,3/19/2020,,,0,,,0
New Caledonia,3/19/2020,,,0,0,0,0
Fiji,3/20/2020,,,1,0,1,0
Papua New Guinea,3/20/2020,,,0,0,0,0
Australia,3/20/2020,,,144,6,709,0
Wallis and Futuna,3/20/2020,,,0,,,0
French Polynesia,3/20/2020,,,0,0,3,0
New Zealand,3/20/2020,,,11,0,39,0
New Caledonia,3/20/2020,,,0,0,0,0
Marshall Islands,3/20/2020,,,0,0,0,0
Solomon Islands,3/20/2020,,,0,0,0,0
Papua New Guinea,3/21/2020,,,1,0,1,0
New Caledonia,3/21/2020,,,2,0,2,0
Marshall Islands,3/21/2020,,,0,0,0,0
French Polynesia,3/21/2020,,,12,0,15,0
Fiji,3/21/2020,,,0,0,1,0
Solomon Islands,3/21/2020,,,0,0,0,0
Australia,3/21/2020,,,165,7,874,1
Wallis and Futuna,3/21/2020,,,0,,,0
New Zealand,3/21/2020,,,14,0,53,0
New Zealand,3/22/2020,,,13,0,66,0
Fiji,3/22/2020,,,1,0,2,0
Solomon Islands,3/22/2020,,,0,0,0,0
Marshall Islands,3/22/2020,,,0,0,0,0
Papua New Guinea,3/22/2020,,,0,0,1,0
Wallis and Futuna,3/22/2020,,,0,,,0
New Caledonia,3/22/2020,,,2,0,4,0
French Polynesia,3/22/2020,,,2,0,17,0
Australia,3/22/2020,,,224,7,1098,0
Marshall Islands,3/23/2020,,,0,0,0,0
Solomon Islands,3/23/2020,,,0,0,0,0
Wallis and Futuna,3/23/2020,,,0,,,0
New Zealand,3/23/2020,,,36,0,102,0
New Caledonia,3/23/2020,,,1,0,5,0
Fiji,3/23/2020,,,1,0,3,0
French Polynesia,3/23/2020,,,1,0,18,0
Australia,3/23/2020,,,611,7,1709,0
Papua New Guinea,3/23/2020,,,0,0,1,0
Papua New Guinea,3/24/2020,,,0,0,1,0
Solomon Islands,3/24/2020,,,0,0,0,0
Marshall Islands,3/24/2020,,,0,0,0,0
Australia,3/24/2020,,,114,7,1823,0
New Zealand,3/24/2020,,,40,0,142,0
Wallis and Futuna,3/24/2020,,,0,,,0
French Polynesia,3/24/2020,,,5,0,23,0
Fiji,3/24/2020,,,1,0,4,0
New Caledonia,3/24/2020,,,2,0,7,0
Marshall Islands,3/25/2020,,,0,0,0,0
Papua New Guinea,3/25/2020,,,0,0,1,0
Fiji,3/25/2020,,,1,0,5,0
New Zealand,3/25/2020,,,47,0,189,0
Wallis and Futuna,3/25/2020,,,0,,,0
Australia,3/25/2020,,,600,8,2423,1
French Polynesia,3/25/2020,,,2,0,25,0
Solomon Islands,3/25/2020,,,0,0,0,0
New Caledonia,3/25/2020,,,2,0,9,0
Solomon Islands,3/26/2020,,,0,0,0,0
Wallis and Futuna,3/26/2020,,,0,,,0
New Zealand,3/26/2020,,,73,0,262,0
Marshall Islands,3/26/2020,,,0,0,0,0
French Polynesia,3/26/2020,,,0,0,25,0
Fiji,3/26/2020,,,0,0,5,0
Australia,3/26/2020,,,376,11,2799,3
New Caledonia,3/26/2020,,,5,0,14,0
Papua New Guinea,3/26/2020,,,0,0,1,0
Papua New Guinea,3/27/2020,,,0,0,1,0
Australia,3/27/2020,,,367,13,3166,2
Fiji,3/27/2020,,,0,0,5,0
Wallis and Futuna,3/27/2020,,,0,,,0
Solomon Islands,3/27/2020,,,0,0,0,0
French Polynesia,3/27/2020,,,5,0,30,0
Marshall Islands,3/27/2020,,,0,0,0,0
New Zealand,3/27/2020,,,76,0,338,0
New Caledonia,3/27/2020,,,1,0,15,0
French Polynesia,3/28/2020,,,0,0,30,0
Wallis and Futuna,3/28/2020,,,0,,,0
New Caledonia,3/28/2020,,,0,0,15,0
Australia,3/28/2020,,,212,13,3378,0
Marshall Islands,3/28/2020,,,0,0,0,0
Papua New Guinea,3/28/2020,,,0,0,1,0
Fiji,3/28/2020,,,0,0,5,0
New Zealand,3/28/2020,,,78,0,416,0
Solomon Islands,3/28/2020,,,0,0,0,0
New Caledonia,3/29/2020,,,0,0,15,0
Fiji,3/29/2020,,,0,0,5,0
Australia,3/29/2020,,,431,14,3809,1
New Zealand,3/29/2020,,,60,1,476,1
Marshall Islands,3/29/2020,,,0,0,0,0
Wallis and Futuna,3/29/2020,,,0,,,0
Solomon Islands,3/29/2020,,,0,0,0,0
French Polynesia,3/29/2020,,,4,0,34,0
Papua New Guinea,3/29/2020,,,0,0,1,0
Wallis and Futuna,3/30/2020,,,0,,,0
New Zealand,3/30/2020,,,76,1,552,0
Australia,3/30/2020,,,284,16,4093,2
Marshall Islands,3/30/2020,,,0,0,0,0
New Caledonia,3/30/2020,,,0,0,15,0
French Polynesia,3/30/2020,,,1,0,35,0
Fiji,3/30/2020,,,0,0,5,0
Papua New Guinea,3/30/2020,,,0,0,1,0
Solomon Islands,3/30/2020,,,0,0,0,0
Solomon Islands,3/31/2020,,,0,0,0,0
New Caledonia,3/31/2020,,,1,0,16,0
Wallis and Futuna,3/31/2020,,,0,,,0
Marshall Islands,3/31/2020,,,0,0,0,0
Fiji,3/31/2020,,,0,0,5,0
French Polynesia,3/31/2020,,,1,0,36,0
Australia,3/31/2020,,,464,19,4557,3
Papua New Guinea,3/31/2020,,,0,0,1,0
New Zealand,3/31/2020,,,95,1,647,0
Australia,4/1/2020,,,150,20,4707,1
New Caledonia,4/1/2020,,,0,0,16,0
French Polynesia,4/1/2020,,,1,0,37,0
Fiji,4/1/2020,,,0,0,5,0
Papua New Guinea,4/1/2020,,,0,0,1,0
Solomon Islands,4/1/2020,,,0,0,0,0
New Zealand,4/1/2020,,,0,1,647,0
Marshall Islands,4/1/2020,,,0,0,0,0
Wallis and Futuna,4/1/2020,,,0,,,0
Wallis and Futuna,4/2/2020,,,0,,,0
French Polynesia,4/2/2020,,,0,0,37,0
Australia,4/2/2020,,,269,21,4976,1
New Zealand,4/2/2020,,,76,1,723,0
Marshall Islands,4/2/2020,,,0,0,0,0
Papua New Guinea,4/2/2020,,,0,0,1,0
Solomon Islands,4/2/2020,,,0,0,0,0
New Caledonia,4/2/2020,,,0,0,16,0
Fiji,4/2/2020,,,2,0,7,0
Wallis and Futuna,4/3/2020,,,0,,,0
New Caledonia,4/3/2020,,,0,0,16,0
Fiji,4/3/2020,,,0,0,7,0
Solomon Islands,4/3/2020,,,0,0,0,0
Papua New Guinea,4/3/2020,,,0,0,1,0
French Polynesia,4/3/2020,,,0,0,37,0
Marshall Islands,4/3/2020,,,0,0,0,0
New Zealand,4/3/2020,,,49,1,772,0
Australia,4/3/2020,,,248,23,5224,2
Solomon Islands,4/4/2020,,,0,0,0,0
Papua New Guinea,4/4/2020,,,0,0,1,0
Fiji,4/4/2020,,,5,0,12,0
Wallis and Futuna,4/4/2020,,,0,,,0
Marshall Islands,4/4/2020,,,0,0,0,0
Australia,4/4/2020,,,324,30,5548,7
New Zealand,4/4/2020,,,52,1,824,0
French Polynesia,4/4/2020,,,2,0,39,0
New Caledonia,4/4/2020,,,2,0,18,0
New Caledonia,4/5/2020,,,0,0,18,0
French Polynesia,4/5/2020,,,1,0,40,0
New Zealand,4/5/2020,,,48,1,872,0
Fiji,4/5/2020,,,0,0,12,0
Wallis and Futuna,4/5/2020,,,0,,,0
Solomon Islands,4/5/2020,,,0,0,0,0
Marshall Islands,4/5/2020,,,0,0,0,0
Papua New Guinea,4/5/2020,,,0,0,1,0
Australia,4/5/2020,,,139,34,5687,4
Wallis and Futuna,4/6/2020,,,0,,,0
Australia,4/6/2020,,,57,36,5744,2
Fiji,4/6/2020,,,2,0,14,0
Marshall Islands,4/6/2020,,,0,0,0,0
French Polynesia,4/6/2020,,,1,0,41,0
New Zealand,4/6/2020,,,39,1,911,0
Papua New Guinea,4/6/2020,,,0,0,1,0
Solomon Islands,4/6/2020,,,0,0,0,0
New Caledonia,4/6/2020,,,0,0,18,0
French Polynesia,4/7/2020,,,0,0,41,0
New Caledonia,4/7/2020,,,0,0,18,0
New Zealand,4/7/2020,,,32,1,943,0
Fiji,4/7/2020,,,0,0,14,0
Solomon Islands,4/7/2020,,,0,0,0,0
Wallis and Futuna,4/7/2020,,,0,,,0
Australia,4/7/2020,,,100,42,5844,6
Papua New Guinea,4/7/2020,,,0,0,1,0
Marshall Islands,4/7/2020,,,0,0,0,0
Wallis and Futuna,4/8/2020,,,0,,,0
Marshall Islands,4/8/2020,,,0,0,0,0
Australia,4/8/2020,,,112,45,5956,3
French Polynesia,4/8/2020,,,6,0,47,0
Papua New Guinea,4/8/2020,,,1,0,2,0
New Zealand,4/8/2020,,,26,1,969,0
New Caledonia,4/8/2020,,,0,0,18,0
Solomon Islands,4/8/2020,,,0,0,0,0
Fiji,4/8/2020,,,1,0,15,0
Australia,4/9/2020,,,96,50,6052,5
Papua New Guinea,4/9/2020,,,0,0,2,0
Wallis and Futuna,4/9/2020,,,0,,,0
New Zealand,4/9/2020,,,23,1,992,0
Fiji,4/9/2020,,,0,0,15,0
Solomon Islands,4/9/2020,,,0,0,0,0
French Polynesia,4/9/2020,,,4,0,51,0
New Caledonia,4/9/2020,,,0,0,18,0
Marshall Islands,4/9/2020,,,0,0,0,0
Solomon Islands,4/10/2020,,,0,0,0,0
New Zealand,4/10/2020,,,23,2,1015,1
Wallis and Futuna,4/10/2020,,,0,,,0
Papua New Guinea,4/10/2020,,,0,0,2,0
New Caledonia,4/10/2020,,,0,0,18,0
Australia,4/10/2020,,,100,52,6152,2
French Polynesia,4/10/2020,,,0,0,51,0
Marshall Islands,4/10/2020,,,0,0,0,0
Fiji,4/10/2020,,,0,0,15,0
French Polynesia,4/11/2020,,,0,0,51,0
Wallis and Futuna,4/11/2020,,,0,,,0
Australia,4/11/2020,,,86,54,6238,2
New Zealand,4/11/2020,,,20,4,1035,2
New Caledonia,4/11/2020,,,0,0,18,0
Fiji,4/11/2020,,,1,0,16,0
Solomon Islands,4/11/2020,,,0,0,0,0
Papua New Guinea,4/11/2020,,,0,0,2,0
Marshall Islands,4/11/2020,,,0,0,0,0
Papua New Guinea,4/12/2020,,,0,0,2,0
Australia,4/12/2020,,,51,57,6289,3
